end,start,tweet_count
2022-02-23T00:00:00.000Z,2022-02-22T00:00:00.000Z,635
2022-02-24T00:00:00.000Z,2022-02-23T00:00:00.000Z,665
2022-02-25T00:00:00.000Z,2022-02-24T00:00:00.000Z,622
2022-02-26T00:00:00.000Z,2022-02-25T00:00:00.000Z,424
2022-02-27T00:00:00.000Z,2022-02-26T00:00:00.000Z,318
2022-02-28T00:00:00.000Z,2022-02-27T00:00:00.000Z,291
2022-03-02T00:00:00.000Z,2022-03-01T00:00:00.000Z,579
2022-03-03T00:00:00.000Z,2022-03-02T00:00:00.000Z,751
2022-03-04T00:00:00.000Z,2022-03-03T00:00:00.000Z,772
2022-03-05T00:00:00.000Z,2022-03-04T00:00:00.000Z,572
2022-03-06T00:00:00.000Z,2022-03-05T00:00:00.000Z,795
2022-03-07T00:00:00.000Z,2022-03-06T00:00:00.000Z,580
2022-03-08T00:00:00.000Z,2022-03-07T00:00:00.000Z,576
2022-03-09T00:00:00.000Z,2022-03-08T00:00:00.000Z,681
2022-03-10T00:00:00.000Z,2022-03-09T00:00:00.000Z,610
2022-03-11T00:00:00.000Z,2022-03-10T00:00:00.000Z,745
2022-03-12T00:00:00.000Z,2022-03-11T00:00:00.000Z,943
2022-03-13T00:00:00.000Z,2022-03-12T00:00:00.000Z,664
2022-03-14T00:00:00.000Z,2022-03-13T00:00:00.000Z,416
2022-03-15T00:00:00.000Z,2022-03-14T00:00:00.000Z,902
2022-03-16T00:00:00.000Z,2022-03-15T00:00:00.000Z,1015
2022-03-17T00:00:00.000Z,2022-03-16T00:00:00.000Z,1292
2022-03-18T00:00:00.000Z,2022-03-17T00:00:00.000Z,1043
2022-03-19T00:00:00.000Z,2022-03-18T00:00:00.000Z,1142
2022-03-20T00:00:00.000Z,2022-03-19T00:00:00.000Z,611
2022-03-21T00:00:00.000Z,2022-03-20T00:00:00.000Z,640
2022-03-22T00:00:00.000Z,2022-03-21T00:00:00.000Z,3555
2022-03-23T00:00:00.000Z,2022-03-22T00:00:00.000Z,2925
2022-03-24T00:00:00.000Z,2022-03-23T00:00:00.000Z,2410
2022-03-25T00:00:00.000Z,2022-03-24T00:00:00.000Z,2326
2022-03-26T00:00:00.000Z,2022-03-25T00:00:00.000Z,1975
2022-03-27T00:00:00.000Z,2022-03-26T00:00:00.000Z,865
2022-03-28T00:00:00.000Z,2022-03-27T00:00:00.000Z,876
2022-03-29T00:00:00.000Z,2022-03-28T00:00:00.000Z,1058
2022-03-30T00:00:00.000Z,2022-03-29T00:00:00.000Z,1041
2022-03-31T00:00:00.000Z,2022-03-30T00:00:00.000Z,975
2022-04-02T00:00:00.000Z,2022-04-01T00:00:00.000Z,1317
2022-04-03T00:00:00.000Z,2022-04-02T00:00:00.000Z,1942
2022-04-04T00:00:00.000Z,2022-04-03T00:00:00.000Z,1162
2022-04-05T00:00:00.000Z,2022-04-04T00:00:00.000Z,1239
2022-04-06T00:00:00.000Z,2022-04-05T00:00:00.000Z,944
2022-04-07T00:00:00.000Z,2022-04-06T00:00:00.000Z,819
2022-04-08T00:00:00.000Z,2022-04-07T00:00:00.000Z,811
2022-04-09T00:00:00.000Z,2022-04-08T00:00:00.000Z,855
2022-04-10T00:00:00.000Z,2022-04-09T00:00:00.000Z,527
2022-04-11T00:00:00.000Z,2022-04-10T00:00:00.000Z,627
2022-04-12T00:00:00.000Z,2022-04-11T00:00:00.000Z,783
2022-04-13T00:00:00.000Z,2022-04-12T00:00:00.000Z,862
2022-04-14T00:00:00.000Z,2022-04-13T00:00:00.000Z,707
2022-04-15T00:00:00.000Z,2022-04-14T00:00:00.000Z,848
2022-04-16T00:00:00.000Z,2022-04-15T00:00:00.000Z,571
2022-04-17T00:00:00.000Z,2022-04-16T00:00:00.000Z,379
2022-04-18T00:00:00.000Z,2022-04-17T00:00:00.000Z,417
2022-04-19T00:00:00.000Z,2022-04-18T00:00:00.000Z,857
2022-04-20T00:00:00.000Z,2022-04-19T00:00:00.000Z,660
2022-04-21T00:00:00.000Z,2022-04-20T00:00:00.000Z,795
2022-04-22T00:00:00.000Z,2022-04-21T00:00:00.000Z,930
2022-04-23T00:00:00.000Z,2022-04-22T00:00:00.000Z,638
2022-04-24T00:00:00.000Z,2022-04-23T00:00:00.000Z,736
2022-04-25T00:00:00.000Z,2022-04-24T00:00:00.000Z,382
2022-04-26T00:00:00.000Z,2022-04-25T00:00:00.000Z,642
2022-04-27T00:00:00.000Z,2022-04-26T00:00:00.000Z,791
2022-04-28T00:00:00.000Z,2022-04-27T00:00:00.000Z,857
2022-04-29T00:00:00.000Z,2022-04-28T00:00:00.000Z,811
2022-04-30T00:00:00.000Z,2022-04-29T00:00:00.000Z,873
2022-05-02T00:00:00.000Z,2022-05-01T00:00:00.000Z,748
2022-05-03T00:00:00.000Z,2022-05-02T00:00:00.000Z,814
2022-05-04T00:00:00.000Z,2022-05-03T00:00:00.000Z,788
2022-05-05T00:00:00.000Z,2022-05-04T00:00:00.000Z,755
2022-05-06T00:00:00.000Z,2022-05-05T00:00:00.000Z,605
2022-05-07T00:00:00.000Z,2022-05-06T00:00:00.000Z,746
2022-05-08T00:00:00.000Z,2022-05-07T00:00:00.000Z,443
2022-05-09T00:00:00.000Z,2022-05-08T00:00:00.000Z,280
2022-05-10T00:00:00.000Z,2022-05-09T00:00:00.000Z,541
2022-05-11T00:00:00.000Z,2022-05-10T00:00:00.000Z,666
2022-05-12T00:00:00.000Z,2022-05-11T00:00:00.000Z,825
2022-05-13T00:00:00.000Z,2022-05-12T00:00:00.000Z,826
2022-05-14T00:00:00.000Z,2022-05-13T00:00:00.000Z,649
2022-05-15T00:00:00.000Z,2022-05-14T00:00:00.000Z,581
2022-05-16T00:00:00.000Z,2022-05-15T00:00:00.000Z,458
2022-05-17T00:00:00.000Z,2022-05-16T00:00:00.000Z,596
2022-05-18T00:00:00.000Z,2022-05-17T00:00:00.000Z,905
2022-05-19T00:00:00.000Z,2022-05-18T00:00:00.000Z,845
2022-05-20T00:00:00.000Z,2022-05-19T00:00:00.000Z,736
2022-05-21T00:00:00.000Z,2022-05-20T00:00:00.000Z,620
2022-05-22T00:00:00.000Z,2022-05-21T00:00:00.000Z,425
2022-05-23T00:00:00.000Z,2022-05-22T00:00:00.000Z,402
2022-05-24T00:00:00.000Z,2022-05-23T00:00:00.000Z,575
2022-05-25T00:00:00.000Z,2022-05-24T00:00:00.000Z,644
2022-05-26T00:00:00.000Z,2022-05-25T00:00:00.000Z,751
2022-05-27T00:00:00.000Z,2022-05-26T00:00:00.000Z,658
2022-05-28T00:00:00.000Z,2022-05-27T00:00:00.000Z,718
2022-05-29T00:00:00.000Z,2022-05-28T00:00:00.000Z,423
2022-05-30T00:00:00.000Z,2022-05-29T00:00:00.000Z,385
2022-05-31T00:00:00.000Z,2022-05-30T00:00:00.000Z,555
2022-06-02T00:00:00.000Z,2022-06-01T00:00:00.000Z,513
2022-06-03T00:00:00.000Z,2022-06-02T00:00:00.000Z,519
2022-06-04T00:00:00.000Z,2022-06-03T00:00:00.000Z,358
2022-06-05T00:00:00.000Z,2022-06-04T00:00:00.000Z,337
2022-06-06T00:00:00.000Z,2022-06-05T00:00:00.000Z,344
2022-06-07T00:00:00.000Z,2022-06-06T00:00:00.000Z,510
2022-06-08T00:00:00.000Z,2022-06-07T00:00:00.000Z,512
2022-06-09T00:00:00.000Z,2022-06-08T00:00:00.000Z,638
2022-06-10T00:00:00.000Z,2022-06-09T00:00:00.000Z,936
2022-06-11T00:00:00.000Z,2022-06-10T00:00:00.000Z,864
2022-06-12T00:00:00.000Z,2022-06-11T00:00:00.000Z,601
2022-06-13T00:00:00.000Z,2022-06-12T00:00:00.000Z,462
2022-06-14T00:00:00.000Z,2022-06-13T00:00:00.000Z,779
2022-06-15T00:00:00.000Z,2022-06-14T00:00:00.000Z,712
2022-06-16T00:00:00.000Z,2022-06-15T00:00:00.000Z,615
2022-06-17T00:00:00.000Z,2022-06-16T00:00:00.000Z,619
2022-06-18T00:00:00.000Z,2022-06-17T00:00:00.000Z,634
2022-06-19T00:00:00.000Z,2022-06-18T00:00:00.000Z,914
2022-06-20T00:00:00.000Z,2022-06-19T00:00:00.000Z,396
2022-06-21T00:00:00.000Z,2022-06-20T00:00:00.000Z,635
2022-06-22T00:00:00.000Z,2022-06-21T00:00:00.000Z,679
2022-06-23T00:00:00.000Z,2022-06-22T00:00:00.000Z,568
2022-06-24T00:00:00.000Z,2022-06-23T00:00:00.000Z,652
2022-06-25T00:00:00.000Z,2022-06-24T00:00:00.000Z,1006
2022-06-26T00:00:00.000Z,2022-06-25T00:00:00.000Z,569
2022-06-27T00:00:00.000Z,2022-06-26T00:00:00.000Z,630
2022-06-28T00:00:00.000Z,2022-06-27T00:00:00.000Z,823
2022-06-29T00:00:00.000Z,2022-06-28T00:00:00.000Z,600
2022-06-30T00:00:00.000Z,2022-06-29T00:00:00.000Z,585
2022-07-02T00:00:00.000Z,2022-07-01T00:00:00.000Z,631
2022-07-03T00:00:00.000Z,2022-07-02T00:00:00.000Z,400
2022-07-04T00:00:00.000Z,2022-07-03T00:00:00.000Z,438
2022-07-05T00:00:00.000Z,2022-07-04T00:00:00.000Z,499
2022-07-06T00:00:00.000Z,2022-07-05T00:00:00.000Z,726
2022-07-07T00:00:00.000Z,2022-07-06T00:00:00.000Z,1014
2022-07-08T00:00:00.000Z,2022-07-07T00:00:00.000Z,1630
2022-07-09T00:00:00.000Z,2022-07-08T00:00:00.000Z,744
2022-07-10T00:00:00.000Z,2022-07-09T00:00:00.000Z,467
2022-07-11T00:00:00.000Z,2022-07-10T00:00:00.000Z,472
2022-07-12T00:00:00.000Z,2022-07-11T00:00:00.000Z,676
2022-07-13T00:00:00.000Z,2022-07-12T00:00:00.000Z,624
2022-07-14T00:00:00.000Z,2022-07-13T00:00:00.000Z,1298
2022-07-15T00:00:00.000Z,2022-07-14T00:00:00.000Z,2251
2022-07-16T00:00:00.000Z,2022-07-15T00:00:00.000Z,1618
2022-07-17T00:00:00.000Z,2022-07-16T00:00:00.000Z,683
2022-07-18T00:00:00.000Z,2022-07-17T00:00:00.000Z,547
2022-07-19T00:00:00.000Z,2022-07-18T00:00:00.000Z,726
2022-07-20T00:00:00.000Z,2022-07-19T00:00:00.000Z,704
2022-07-21T00:00:00.000Z,2022-07-20T00:00:00.000Z,703
2022-07-22T00:00:00.000Z,2022-07-21T00:00:00.000Z,658
2022-07-23T00:00:00.000Z,2022-07-22T00:00:00.000Z,547
2022-07-24T00:00:00.000Z,2022-07-23T00:00:00.000Z,437
2022-07-25T00:00:00.000Z,2022-07-24T00:00:00.000Z,402
2022-07-26T00:00:00.000Z,2022-07-25T00:00:00.000Z,541
2022-07-27T00:00:00.000Z,2022-07-26T00:00:00.000Z,830
2022-07-28T00:00:00.000Z,2022-07-27T00:00:00.000Z,984
2022-07-29T00:00:00.000Z,2022-07-28T00:00:00.000Z,643
2022-07-30T00:00:00.000Z,2022-07-29T00:00:00.000Z,773
2022-07-31T00:00:00.000Z,2022-07-30T00:00:00.000Z,513
2022-08-02T00:00:00.000Z,2022-08-01T00:00:00.000Z,711
2022-08-03T00:00:00.000Z,2022-08-02T00:00:00.000Z,764
2022-08-04T00:00:00.000Z,2022-08-03T00:00:00.000Z,739
2022-08-05T00:00:00.000Z,2022-08-04T00:00:00.000Z,652
2022-08-06T00:00:00.000Z,2022-08-05T00:00:00.000Z,675
2022-08-07T00:00:00.000Z,2022-08-06T00:00:00.000Z,726
2022-08-08T00:00:00.000Z,2022-08-07T00:00:00.000Z,894
2022-08-09T00:00:00.000Z,2022-08-08T00:00:00.000Z,596
2022-08-10T00:00:00.000Z,2022-08-09T00:00:00.000Z,593
2022-08-11T00:00:00.000Z,2022-08-10T00:00:00.000Z,822
2022-08-12T00:00:00.000Z,2022-08-11T00:00:00.000Z,795
2022-08-13T00:00:00.000Z,2022-08-12T00:00:00.000Z,530
2022-08-14T00:00:00.000Z,2022-08-13T00:00:00.000Z,334
2022-08-15T00:00:00.000Z,2022-08-14T00:00:00.000Z,441
2022-08-16T00:00:00.000Z,2022-08-15T00:00:00.000Z,569
2022-08-17T00:00:00.000Z,2022-08-16T00:00:00.000Z,719
2022-08-18T00:00:00.000Z,2022-08-17T00:00:00.000Z,482
2022-08-19T00:00:00.000Z,2022-08-18T00:00:00.000Z,466
2022-08-20T00:00:00.000Z,2022-08-19T00:00:00.000Z,414
2022-08-21T00:00:00.000Z,2022-08-20T00:00:00.000Z,371
2022-08-22T00:00:00.000Z,2022-08-21T00:00:00.000Z,352
2022-08-23T00:00:00.000Z,2022-08-22T00:00:00.000Z,608
2022-08-24T00:00:00.000Z,2022-08-23T00:00:00.000Z,699
2022-08-25T00:00:00.000Z,2022-08-24T00:00:00.000Z,892
2022-08-26T00:00:00.000Z,2022-08-25T00:00:00.000Z,594
2022-08-27T00:00:00.000Z,2022-08-26T00:00:00.000Z,700
2022-08-28T00:00:00.000Z,2022-08-27T00:00:00.000Z,520
2022-08-29T00:00:00.000Z,2022-08-28T00:00:00.000Z,705
2022-08-30T00:00:00.000Z,2022-08-29T00:00:00.000Z,603
2022-08-31T00:00:00.000Z,2022-08-30T00:00:00.000Z,554
2022-09-02T00:00:00.000Z,2022-09-01T00:00:00.000Z,522
2022-09-03T00:00:00.000Z,2022-09-02T00:00:00.000Z,537
2022-09-04T00:00:00.000Z,2022-09-03T00:00:00.000Z,405
2022-09-05T00:00:00.000Z,2022-09-04T00:00:00.000Z,536
2022-09-06T00:00:00.000Z,2022-09-05T00:00:00.000Z,621
2022-09-07T00:00:00.000Z,2022-09-06T00:00:00.000Z,696
2022-09-08T00:00:00.000Z,2022-09-07T00:00:00.000Z,730
2022-09-09T00:00:00.000Z,2022-09-08T00:00:00.000Z,573
2022-09-10T00:00:00.000Z,2022-09-09T00:00:00.000Z,464
2022-09-11T00:00:00.000Z,2022-09-10T00:00:00.000Z,329
2022-09-12T00:00:00.000Z,2022-09-11T00:00:00.000Z,357
2022-09-13T00:00:00.000Z,2022-09-12T00:00:00.000Z,614
2022-09-14T00:00:00.000Z,2022-09-13T00:00:00.000Z,578
2022-09-15T00:00:00.000Z,2022-09-14T00:00:00.000Z,558
2022-09-16T00:00:00.000Z,2022-09-15T00:00:00.000Z,569
2022-09-17T00:00:00.000Z,2022-09-16T00:00:00.000Z,627
2022-09-18T00:00:00.000Z,2022-09-17T00:00:00.000Z,403
2022-09-19T00:00:00.000Z,2022-09-18T00:00:00.000Z,374
2022-09-20T00:00:00.000Z,2022-09-19T00:00:00.000Z,402
2022-09-21T00:00:00.000Z,2022-09-20T00:00:00.000Z,702
2022-09-22T00:00:00.000Z,2022-09-21T00:00:00.000Z,732
2022-09-23T00:00:00.000Z,2022-09-22T00:00:00.000Z,888
2022-09-24T00:00:00.000Z,2022-09-23T00:00:00.000Z,724
2022-09-25T00:00:00.000Z,2022-09-24T00:00:00.000Z,493
2022-09-26T00:00:00.000Z,2022-09-25T00:00:00.000Z,362
2022-09-27T00:00:00.000Z,2022-09-26T00:00:00.000Z,603
2022-09-28T00:00:00.000Z,2022-09-27T00:00:00.000Z,756
2022-09-29T00:00:00.000Z,2022-09-28T00:00:00.000Z,626
2022-09-30T00:00:00.000Z,2022-09-29T00:00:00.000Z,557
2022-10-02T00:00:00.000Z,2022-10-01T00:00:00.000Z,458
2022-10-03T00:00:00.000Z,2022-10-02T00:00:00.000Z,430
2022-10-04T00:00:00.000Z,2022-10-03T00:00:00.000Z,880
2022-10-05T00:00:00.000Z,2022-10-04T00:00:00.000Z,1509
2022-10-06T00:00:00.000Z,2022-10-05T00:00:00.000Z,1494
2022-10-07T00:00:00.000Z,2022-10-06T00:00:00.000Z,1087
2022-10-08T00:00:00.000Z,2022-10-07T00:00:00.000Z,969
2022-10-09T00:00:00.000Z,2022-10-08T00:00:00.000Z,756
2022-10-10T00:00:00.000Z,2022-10-09T00:00:00.000Z,1215
2022-10-11T00:00:00.000Z,2022-10-10T00:00:00.000Z,950
2022-10-12T00:00:00.000Z,2022-10-11T00:00:00.000Z,733
2022-10-13T00:00:00.000Z,2022-10-12T00:00:00.000Z,751
2022-10-14T00:00:00.000Z,2022-10-13T00:00:00.000Z,831
2022-10-15T00:00:00.000Z,2022-10-14T00:00:00.000Z,721
2022-10-16T00:00:00.000Z,2022-10-15T00:00:00.000Z,444
2022-10-17T00:00:00.000Z,2022-10-16T00:00:00.000Z,462
2022-10-18T00:00:00.000Z,2022-10-17T00:00:00.000Z,658
2022-10-19T00:00:00.000Z,2022-10-18T00:00:00.000Z,683
2022-10-20T00:00:00.000Z,2022-10-19T00:00:00.000Z,864
2022-10-21T00:00:00.000Z,2022-10-20T00:00:00.000Z,785
2022-10-22T00:00:00.000Z,2022-10-21T00:00:00.000Z,657
2022-10-23T00:00:00.000Z,2022-10-22T00:00:00.000Z,584
2022-10-24T00:00:00.000Z,2022-10-23T00:00:00.000Z,706
2022-10-25T00:00:00.000Z,2022-10-24T00:00:00.000Z,597
2022-10-26T00:00:00.000Z,2022-10-25T00:00:00.000Z,716
2022-10-27T00:00:00.000Z,2022-10-26T00:00:00.000Z,831
2022-10-28T00:00:00.000Z,2022-10-27T00:00:00.000Z,945
2022-10-29T00:00:00.000Z,2022-10-28T00:00:00.000Z,644
2022-10-30T00:00:00.000Z,2022-10-29T00:00:00.000Z,467
2022-10-31T00:00:00.000Z,2022-10-30T00:00:00.000Z,515
2022-11-02T00:00:00.000Z,2022-11-01T00:00:00.000Z,657
2022-11-03T00:00:00.000Z,2022-11-02T00:00:00.000Z,652
2022-11-04T00:00:00.000Z,2022-11-03T00:00:00.000Z,771
2022-11-05T00:00:00.000Z,2022-11-04T00:00:00.000Z,694
2022-11-06T00:00:00.000Z,2022-11-05T00:00:00.000Z,474
2022-11-07T00:00:00.000Z,2022-11-06T00:00:00.000Z,571
2022-11-08T00:00:00.000Z,2022-11-07T00:00:00.000Z,728
2022-11-09T00:00:00.000Z,2022-11-08T00:00:00.000Z,648
2022-11-10T00:00:00.000Z,2022-11-09T00:00:00.000Z,980
2022-11-11T00:00:00.000Z,2022-11-10T00:00:00.000Z,810
2022-11-12T00:00:00.000Z,2022-11-11T00:00:00.000Z,812
2022-11-13T00:00:00.000Z,2022-11-12T00:00:00.000Z,579
2022-11-14T00:00:00.000Z,2022-11-13T00:00:00.000Z,421
2022-11-15T00:00:00.000Z,2022-11-14T00:00:00.000Z,608
2022-11-16T00:00:00.000Z,2022-11-15T00:00:00.000Z,788
2022-11-17T00:00:00.000Z,2022-11-16T00:00:00.000Z,776
2022-11-18T00:00:00.000Z,2022-11-17T00:00:00.000Z,753
2022-11-19T00:00:00.000Z,2022-11-18T00:00:00.000Z,634
2022-11-20T00:00:00.000Z,2022-11-19T00:00:00.000Z,661
2022-11-21T00:00:00.000Z,2022-11-20T00:00:00.000Z,641
2022-11-22T00:00:00.000Z,2022-11-21T00:00:00.000Z,681
2022-11-23T00:00:00.000Z,2022-11-22T00:00:00.000Z,602
2022-11-24T00:00:00.000Z,2022-11-23T00:00:00.000Z,812
2022-11-25T00:00:00.000Z,2022-11-24T00:00:00.000Z,2160
2022-11-26T00:00:00.000Z,2022-11-25T00:00:00.000Z,3600
2022-11-27T00:00:00.000Z,2022-11-26T00:00:00.000Z,889
2022-11-28T00:00:00.000Z,2022-11-27T00:00:00.000Z,562
2022-11-29T00:00:00.000Z,2022-11-28T00:00:00.000Z,703
2022-11-30T00:00:00.000Z,2022-11-29T00:00:00.000Z,656
2022-12-02T00:00:00.000Z,2022-12-01T00:00:00.000Z,749
2022-12-03T00:00:00.000Z,2022-12-02T00:00:00.000Z,560
2022-12-04T00:00:00.000Z,2022-12-03T00:00:00.000Z,488
2022-12-05T00:00:00.000Z,2022-12-04T00:00:00.000Z,425
2022-12-06T00:00:00.000Z,2022-12-05T00:00:00.000Z,617
2022-12-07T00:00:00.000Z,2022-12-06T00:00:00.000Z,619
2022-12-08T00:00:00.000Z,2022-12-07T00:00:00.000Z,587
2022-12-09T00:00:00.000Z,2022-12-08T00:00:00.000Z,658
2022-12-10T00:00:00.000Z,2022-12-09T00:00:00.000Z,605
2022-12-11T00:00:00.000Z,2022-12-10T00:00:00.000Z,382
2022-12-12T00:00:00.000Z,2022-12-11T00:00:00.000Z,458
2022-12-13T00:00:00.000Z,2022-12-12T00:00:00.000Z,566
2022-12-14T00:00:00.000Z,2022-12-13T00:00:00.000Z,1287
2022-12-15T00:00:00.000Z,2022-12-14T00:00:00.000Z,1266
2022-12-16T00:00:00.000Z,2022-12-15T00:00:00.000Z,689
2022-12-17T00:00:00.000Z,2022-12-16T00:00:00.000Z,532
2022-12-18T00:00:00.000Z,2022-12-17T00:00:00.000Z,385
2022-12-19T00:00:00.000Z,2022-12-18T00:00:00.000Z,617
2022-12-20T00:00:00.000Z,2022-12-19T00:00:00.000Z,801
2022-12-21T00:00:00.000Z,2022-12-20T00:00:00.000Z,818
2022-12-22T00:00:00.000Z,2022-12-21T00:00:00.000Z,580
2022-12-23T00:00:00.000Z,2022-12-22T00:00:00.000Z,405
2022-12-24T00:00:00.000Z,2022-12-23T00:00:00.000Z,319
2022-12-25T00:00:00.000Z,2022-12-24T00:00:00.000Z,320
2022-12-26T00:00:00.000Z,2022-12-25T00:00:00.000Z,192
2022-12-27T00:00:00.000Z,2022-12-26T00:00:00.000Z,218
2022-12-28T00:00:00.000Z,2022-12-27T00:00:00.000Z,297
2022-12-29T00:00:00.000Z,2022-12-28T00:00:00.000Z,347
2022-12-30T00:00:00.000Z,2022-12-29T00:00:00.000Z,489
2022-12-31T00:00:00.000Z,2022-12-30T00:00:00.000Z,1033
